"Date","Price","Open","High","Low","Vol.","Change %"
"06/09/2020","577.00","577.00","577.00","577.00","","-1.20%"
"06/08/2020","584.00","584.00","584.00","584.00","","-1.35%"
"06/05/2020","592.00","592.00","592.00","592.00","","-2.15%"
"06/04/2020","605.00","605.00","605.00","605.00","","-3.66%"
"06/03/2020","628.00","628.00","628.00","628.00","","-3.83%"
"06/02/2020","653.00","653.00","653.00","653.00","","-6.45%"
"06/01/2020","698.00","698.00","698.00","698.00","","-2.10%"
"05/29/2020","713.00","713.00","713.00","713.00","","-0.97%"
"05/28/2020","720.00","720.00","720.00","720.00","","-1.77%"
"05/27/2020","733.00","733.00","733.00","733.00","","2.09%"
"05/26/2020","718.00","718.00","718.00","718.00","","-2.31%"
"05/22/2020","735.00","735.00","735.00","735.00","","-2.78%"
"05/21/2020","756.00","756.00","756.00","756.00","","-4.55%"
"05/20/2020","792.00","792.00","792.00","792.00","","-3.18%"
"05/19/2020","818.00","818.00","818.00","818.00","","-3.42%"
"05/18/2020","847.00","847.00","847.00","847.00","","-0.59%"
"05/15/2020","852.00","852.00","852.00","852.00","","-1.27%"
"05/14/2020","863.00","863.00","863.00","863.00","","-1.03%"
"05/13/2020","872.00","872.00","872.00","872.00","","0.23%"
"05/12/2020","870.00","870.00","870.00","870.00","","0.23%"
"05/11/2020","868.00","868.00","868.00","868.00","","0.58%"
"05/07/2020","863.00","863.00","863.00","863.00","","-2.04%"
"05/06/2020","881.00","881.00","881.00","881.00","","-2.65%"
"05/05/2020","905.00","905.00","905.00","905.00","","-10.84%"
"05/04/2020","1,015.00","1,015.00","1,015.00","1,015.00","","-8.14%"
"05/01/2020","1,105.00","1,105.00","1,105.00","1,105.00","","-10.60%"
"04/30/2020","1,236.00","1,236.00","1,236.00","1,236.00","","-10.89%"
"04/29/2020","1,387.00","1,387.00","1,387.00","1,387.00","","-7.72%"
"04/28/2020","1,503.00","1,503.00","1,503.00","1,503.00","","-2.15%"
"04/27/2020","1,536.00","1,536.00","1,536.00","1,536.00","","-0.90%"
"04/24/2020","1,550.00","1,550.00","1,550.00","1,550.00","","0.85%"
"04/23/2020","1,537.00","1,537.00","1,537.00","1,537.00","","0.79%"
"04/22/2020","1,525.00","1,525.00","1,525.00","1,525.00","","10.75%"
"04/21/2020","1,377.00","1,377.00","1,377.00","1,377.00","","16.50%"
"04/20/2020","1,182.00","1,182.00","1,182.00","1,182.00","","2.43%"
"04/17/2020","1,154.00","1,154.00","1,154.00","1,154.00","","4.72%"
"04/16/2020","1,102.00","1,102.00","1,102.00","1,102.00","","1.66%"
"04/15/2020","1,084.00","1,084.00","1,084.00","1,084.00","","-2.17%"
"04/14/2020","1,108.00","1,108.00","1,108.00","1,108.00","","-0.54%"
"04/09/2020","1,114.00","1,114.00","1,114.00","1,114.00","","4.01%"
"04/08/2020","1,071.00","1,071.00","1,071.00","1,071.00","","-4.55%"
"04/07/2020","1,122.00","1,122.00","1,122.00","1,122.00","","-9.52%"
"04/06/2020","1,240.00","1,240.00","1,240.00","1,240.00","","-10.34%"
"04/03/2020","1,383.00","1,383.00","1,383.00","1,383.00","","-1.36%"
"04/02/2020","1,402.00","1,402.00","1,402.00","1,402.00","","-0.28%"
"04/01/2020","1,406.00","1,406.00","1,406.00","1,406.00","","0.86%"
"03/31/2020","1,394.00","1,394.00","1,394.00","1,394.00","","3.41%"
"03/30/2020","1,348.00","1,348.00","1,348.00","1,348.00","","9.59%"
"03/27/2020","1,230.00","1,230.00","1,230.00","1,230.00","","10.71%"
"03/26/2020","1,111.00","1,111.00","1,111.00","1,111.00","","4.03%"
"03/25/2020","1,068.00","1,068.00","1,068.00","1,068.00","","2.59%"
"03/24/2020","1,041.00","1,041.00","1,041.00","1,041.00","","-5.28%"
"03/23/2020","1,099.00","1,099.00","1,099.00","1,099.00","","-5.75%"
"03/20/2020","1,166.00","1,166.00","1,166.00","1,166.00","","-6.12%"
"03/19/2020","1,242.00","1,242.00","1,242.00","1,242.00","","-9.93%"
"03/18/2020","1,379.00","1,379.00","1,379.00","1,379.00","","-9.04%"
"03/17/2020","1,516.00","1,516.00","1,516.00","1,516.00","","-0.13%"
"03/16/2020","1,518.00","1,518.00","1,518.00","1,518.00","","5.86%"
"03/13/2020","1,434.00","1,434.00","1,434.00","1,434.00","","22.25%"
"03/12/2020","1,173.00","1,173.00","1,173.00","1,173.00","","10.97%"
"03/11/2020","1,057.00","1,057.00","1,057.00","1,057.00","","24.65%"
"03/10/2020","848.00","848.00","848.00","848.00","","9.00%"
"03/09/2020","778.00","778.00","778.00","778.00","","1.83%"
"03/06/2020","764.00","764.00","764.00","764.00","","-3.54%"
"03/05/2020","792.00","792.00","792.00","792.00","","-0.50%"
"03/04/2020","796.00","796.00","796.00","796.00","","0.00%"
"03/03/2020","796.00","796.00","796.00","796.00","","0.00%"
"03/02/2020","796.00","796.00","796.00","796.00","","0.00%"
"02/28/2020","796.00","796.00","796.00","796.00","","-1.24%"
"02/27/2020","806.00","806.00","806.00","806.00","","-1.35%"
"02/26/2020","817.00","817.00","817.00","817.00","","-3.88%"
"02/25/2020","850.00","850.00","850.00","850.00","","-1.39%"
"02/24/2020","862.00","862.00","862.00","862.00","","-0.35%"
"02/21/2020","865.00","865.00","865.00","865.00","","-0.57%"
"02/20/2020","870.00","870.00","870.00","870.00","","-0.23%"
"02/19/2020","872.00","872.00","872.00","872.00","","0.11%"
"02/18/2020","871.00","871.00","871.00","871.00","","0.00%"
"02/17/2020","871.00","871.00","871.00","871.00","","0.69%"
"02/14/2020","865.00","865.00","865.00","865.00","","1.17%"
"02/13/2020","855.00","855.00","855.00","855.00","","0.94%"
"02/12/2020","847.00","847.00","847.00","847.00","","0.83%"
"02/11/2020","840.00","840.00","840.00","840.00","","2.94%"
"02/10/2020","816.00","816.00","816.00","816.00","","1.62%"
"02/07/2020","803.00","803.00","803.00","803.00","","0.88%"
"02/06/2020","796.00","796.00","796.00","796.00","","-0.25%"
"02/05/2020","798.00","798.00","798.00","798.00","","-0.62%"
"02/04/2020","803.00","803.00","803.00","803.00","","-5.53%"
"02/03/2020","850.00","850.00","850.00","850.00","","-3.63%"
"01/31/2020","882.00","882.00","882.00","882.00","","-5.57%"
"01/30/2020","934.00","934.00","934.00","934.00","","-10.71%"
"01/29/2020","1,046.00","1,046.00","1,046.00","1,046.00","","-4.30%"
"01/28/2020","1,093.00","1,093.00","1,093.00","1,093.00","","-5.12%"
"01/27/2020","1,152.00","1,152.00","1,152.00","1,152.00","","-3.19%"
"01/24/2020","1,190.00","1,190.00","1,190.00","1,190.00","","-1.49%"
"01/23/2020","1,208.00","1,208.00","1,208.00","1,208.00","","-2.34%"
"01/22/2020","1,237.00","1,237.00","1,237.00","1,237.00","","0.81%"
"01/21/2020","1,227.00","1,227.00","1,227.00","1,227.00","","0.08%"
"01/20/2020","1,226.00","1,226.00","1,226.00","1,226.00","","-1.21%"
"01/17/2020","1,241.00","1,241.00","1,241.00","1,241.00","","-4.90%"
"01/16/2020","1,305.00","1,305.00","1,305.00","1,305.00","","-2.61%"
"01/15/2020","1,340.00","1,340.00","1,340.00","1,340.00","","-4.01%"
"01/14/2020","1,396.00","1,396.00","1,396.00","1,396.00","","-3.59%"
"01/13/2020","1,448.00","1,448.00","1,448.00","1,448.00","","-1.70%"
"01/10/2020","1,473.00","1,473.00","1,473.00","1,473.00","","-2.32%"
"01/09/2020","1,508.00","1,508.00","1,508.00","1,508.00","","-0.79%"
"01/08/2020","1,520.00","1,520.00","1,520.00","1,520.00","","0.73%"
"01/07/2020","1,509.00","1,509.00","1,509.00","1,509.00","","0.60%"
"01/06/2020","1,500.00","1,500.00","1,500.00","1,500.00","","-1.12%"
"01/03/2020","1,517.00","1,517.00","1,517.00","1,517.00","","0.93%"
"01/02/2020","1,503.00","1,503.00","1,503.00","1,503.00","","-5.89%"
